"Name.x","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Name.y","City","State"
"Back East Golden Ale",1426,0.049,20,236,"American Blonde Ale",12,"Back East Brewing Company","Bloomfield"," CT"
"Barrio Tucson Blonde",1343,0.045,20,252,"American Blonde Ale",12,"Barrio Brewing Company","Tucson"," AZ"
"Nordic Blonde",2556,0.057,27,54,"American Blonde Ale",12,"Bent Brewstillery","Roseville"," MN"
"Terlingua Gold",1154,0.06,20,464,"American Blonde Ale",12,"Big Bend Brewing Company","Alpine"," TX"
"Summer Honey",168,0.047,20,337,"American Blonde Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Sawtooth Ale",1411,0.054,20,408,"American Blonde Ale",12,"Bitter Root Brewing","Hamilton"," MT"
"Deception",2412,0.045,16,113,"American Blonde Ale",12,"Black Market Brewing Company","Temecula"," CA"
"Blue Point Summer Ale",667,0.044,16,490,"American Blonde Ale",12,"Blue Point Brewing Company","Patchogue"," NY"
"Slow & Steady Golden Ale",1548,0.047,20,108,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Moe's Original Bar B Que 'Bama Brew Golden Ale",1500,0.047,20,108,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Live Local Golden Ale",1421,0.047,20,108,"American Blonde Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Brush Creek Blonde",798,0.048,20,108,"American Blonde Ale",16,"Bonfire Brewing Company","Eagle"," CO"
"1836",2125,0.06,40,215,"American Blonde Ale",12,"Buffalo Bayou Brewing Company","Houston"," TX"
"Horny Toad Cerveza",2214,0.053,25,183,"American Blonde Ale",16,"COOP Ale Works","Oklahoma City"," OK"
"Horny Toad Cerveza (2013)",169,0.053,25,183,"American Blonde Ale",16,"COOP Ale Works","Oklahoma City"," OK"
"Beach Blonde",1927,0.049,10,268,"American Blonde Ale",16,"Cape Cod Beer","Hyannis"," MA"
"Carolina Lighthouse (2007)",784,0.04,20,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville"," NC"
"Carolina Blonde (2006)",783,0.05,20,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville"," NC"
"Carolina Blonde Light (2005)",782,0.035,20,505,"American Blonde Ale",12,"Carolina Beer & Beverage","Mooresville"," NC"
"All American Blonde Ale",1219,0.05,20,453,"American Blonde Ale",12,"Centennial Beer Company","Edwards"," CO"
"Tybee Island Blonde",1407,0.047,17,416,"American Blonde Ale",12,"Coastal Empire Beer Company","Savannah"," GA"
"Farmer John's Multi-Grain Ale",968,0.056,21,483,"American Blonde Ale",16,"Confluence Brewing Company","Des Moines"," IA"
"Trigger Blonde Ale",716,0.048,20,516,"American Blonde Ale",16,"Crabtree Brewing Company","Greeley"," CO"
"Aviator Raspberry Blonde",2293,0.049,25,170,"American Blonde Ale",12,"Crooked Fence Brewing Company","Garden City"," ID"
"Easy Livin' Summer Ale",1301,0.045,20,213,"American Blonde Ale",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Lost River Blonde Ale",1789,0.049,20,316,"American Blonde Ale",16,"Cutters Brewing Company","Avon"," IN"
"The Tradition",1809,0.05,15,228,"American Blonde Ale",12,"DC Brau Brewing Company","Washington"," DC"
"Sprocket Blonde Ale (2006)",1735,0.05,20,334,"American Blonde Ale",12,"David's Ale Works","Diamond Springs"," CA"
"Dallas Blonde",946,0.052,23,128,"American Blonde Ale",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Mother Ale",1159,0.056,46,454,"American Blonde Ale",12,"Denali Brewing Company","Talkeetna"," AK"
"Blonde Czich",2604,0.049,23,27,"American Blonde Ale",16,"Evil Czech Brewery","Mishawaka"," IN"
"Golden Wing Blonde Ale",350,0.047,20,257,"American Blonde Ale",16,"Finch's Beer Company","Chicago"," IL"
"805 Blonde Ale",1957,0.047,20,49,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"805",1733,0.047,20,49,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles"," CA"
"Hinchtown Hammer Down",2284,0.05,27,17,"American Blonde Ale",16,"Flat 12 Bierwerks","Indianapolis"," IN"
"Barstool American Golden Ale",981,0.045,20,280,"American Blonde Ale",12,"Foolproof Brewing Company","Pawtucket"," RI"
"Local Buzz",1872,0.052,20,288,"American Blonde Ale",12,"Four Corners Brewing Company","Dallas"," TX"
"Boathouse Blonde",2076,0.049,15,229,"American Blonde Ale",12,"Geneva Lake Brewing Company","Lake Geneva"," WI"
"Beer Agent Re-Ignition",2303,0.053,22,166,"American Blonde Ale",16,"Great Crescent Brewery","Aurora"," IN"
"Great Crescent Blonde Ale",1699,0.053,22,166,"American Blonde Ale",16,"Great Crescent Brewery","Aurora"," IN"
"Great Crescent Blonde Ale (2011)",389,0.053,22,166,"American Blonde Ale",16,"Great Crescent Brewery","Aurora"," IN"
"Great River Golden Ale",1446,0.048,20,366,"American Blonde Ale",12,"Great River Brewery","Davenport"," IA"
"Dirty Blonde Chocolate Ale",1275,0.048,20,366,"American Blonde Ale",12,"Great River Brewery","Davenport"," IA"
"Bring Back the Beach Blonde Ale",1185,0.055,20,380,"American Blonde Ale",16,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"Gossamer Golden Ale",149,0.042,20,328,"American Blonde Ale",16,"Half Acre Beer Company","Chicago"," IL"
"Half Full Bright Ale",1361,0.052,18,249,"American Blonde Ale",12,"Half Full Brewery","Stamford"," CT"
"Great Falls Select Pale Ale",506,0.05,30,536,"American Blonde Ale",12,"Harvest Moon Brewing Company","Belt"," MT"
"Kaua'i Golden Ale",2183,0.049,20,205,"American Blonde Ale",12,"Hawai'i Nui Brewing Co.","Hilo"," HI"
"Hilliard's Blonde",724,0.049,20,363,"American Blonde Ale",16,"Hilliard's Beer","Seattle"," WA"
"Double D Blonde",2195,0.049,20,199,"American Blonde Ale",12,"Hop Valley Brewing Company","Springfield"," OR"
"Double D Blonde (2013)",1390,0.049,20,199,"American Blonde Ale",12,"Hop Valley Brewing Company","Springfield"," OR"
"Double D Blonde (2011)",498,0.049,20,199,"American Blonde Ale",12,"Hop Valley Brewing Company","Springfield"," OR"
"Jon Boat Coastal Ale",559,0.045,20,528,"American Blonde Ale",12,"Intuition Ale Works","Jacksonville"," FL"
"Summer Ale",2376,0.049,20,124,"American Blonde Ale",12,"Ipswich Ale Brewery","Ipswich"," MA"
"Casper White Stout",1523,0.06,20,33,"American Blonde Ale",12,"James Page Brewing Company","Stevens Point"," WI"
"Peninsula Brewers Reserve (PBR)",1187,0.05,15,459,"American Blonde Ale",12,"Kenai River Brewing Company","Soldotna"," AK"
"Pick Axe Blonde Ale",58,0.048,20,85,"American Blonde Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"King Street Blonde Ale",1665,0.049,20,103,"American Blonde Ale",12,"King Street Brewing Company","Anchorage"," AK"
"The Farmer's Daughter",700,0.048,20,457,"American Blonde Ale",16,"Lucette Brewing Company","Menominie"," WI"
"Sol Drifter",2209,0.043,18,92,"American Blonde Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
"Riverwalk Blonde Ale",1672,0.06,25,347,"American Blonde Ale",12,"Manzanita Brewing Company","Santee"," CA"
"Blueberry Blonde Ale",773,0.05,12,300,"American Blonde Ale",12,"Matt Brewing Company","Utica"," NY"
"Humpback Blonde Ale",2184,0.042,22,204,"American Blonde Ale",12,"Mehana Brewing Co.","Hilo"," HI"
"Big Rod Coconut Ale",1325,0.053,16,394,"American Blonde Ale",12,"Miami Brewing Company","Miami"," FL"
"Montauk Summer Ale",1907,0.056,28,277,"American Blonde Ale",12,"Montauk Brewing Company","Montauk"," NY"
"Towhead",2237,0.052,21,189,"American Blonde Ale",12,"Mother's Brewing","Springfield"," MO"
"Mustang Golden Ale",421,0.053,10,367,"American Blonde Ale",12,"Mustang Brewing Company","Mustang"," OK"
"Undun Blonde Ale",1537,0.053,20,388,"American Blonde Ale",16,"Natian Brewery","Portland"," OR"
"Undun Blonde Ale (2012)",654,0.053,20,388,"American Blonde Ale",16,"Natian Brewery","Portland"," OR"
"NOLA Blonde Ale",484,0.049,20,175,"American Blonde Ale",12,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
"Kadigan",2042,0.056,30,242,"American Blonde Ale",12,"New Republic Brewing Company","College Station"," TX"
"Celestial Blonde Ale",900,0.065,20,302,"American Blonde Ale",16,"Old Forge Brewing Company","Danville"," PA"
"Gold",2632,0.048,15,14,"American Blonde Ale",12,"Perrin Brewing Company","Comstock Park"," MI"
"Float Trip Ale",1335,0.045,18,315,"American Blonde Ale",16,"Piney River Brewing Company","Bucryus"," MO"
"Firemans #4 Blonde Ale (2013)",1718,0.051,21,129,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco"," TX"
"Four Squared (2015)",1086,0.06,50,129,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco"," TX"
"Firemans #4 Blonde Ale (2015)",830,0.051,21,129,"American Blonde Ale",12,"Real Ale Brewing Company","Blanco"," TX"
"Farmer's Daughter Blonde",2516,0.051,17,69,"American Blonde Ale",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"5:00 O'Clock Afternoon Ale",1005,0.05,25,111,"American Blonde Ale",16,"Renegade Brewing Company","Denver"," CO"
"Miner's Gold",709,0.05,20,387,"American Blonde Ale",16,"Revolution Brewing","Paonia"," CO"
"Miner's Gold",219,0.051,20,387,"American Blonde Ale",12,"Revolution Brewing","Paonia"," CO"
"Cougar",1851,0.048,25,94,"American Blonde Ale",12,"Rhinegeist Brewery","Cincinnati"," OH"
"Babbling Blonde",1103,0.053,20,44,"American Blonde Ale",12,"Rivertowne Brewing Company","Export"," PA"
"SunSpot Golden Ale",1934,0.05,15,31,"American Blonde Ale",12,"SanTan Brewing Company","Chandler"," AZ"
"Oval Beach Blonde Ale",1477,0.05,11,399,"American Blonde Ale",16,"Saugatuck Brewing Company","Douglas"," MI"
"Shipyard Export",727,0.051,20,386,"American Blonde Ale",12,"Shipyard Brewing Company","Portland"," ME"
"True Blonde Ale",70,0.053,20,265,"American Blonde Ale",12,"Ska Brewing Company","Durango"," CO"
"Galena Golden",1152,0.043,20,310,"American Blonde Ale",12,"Sockeye Brewing Company","Boise"," ID"
"Suzy B Dirty Blonde Ale",2296,0.05,20,134,"American Blonde Ale",12,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Suzy B Dirty Blonde Ale",1118,0.05,20,134,"American Blonde Ale",16,"Southern Prohibition Brewing Com...","Hattiesburg"," MS"
"Bombshell Blonde",856,0.05,20,119,"American Blonde Ale",16,"Southern Star Brewing Company","Conroe"," TX"
"Bombshell Blonde",44,0.05,20,119,"American Blonde Ale",12,"Southern Star Brewing Company","Conroe"," TX"
"Drop Dead Blonde",684,0.035,20,132,"American Blonde Ale",12,"Stevens Point Brewery","Stevens Point"," WI"
"Sunsplash Golden Ale (2004)",922,0.045,20,493,"American Blonde Ale",12,"Stone Coast Brewing Company","Portland"," ME"
"Blacktop Blonde",622,0.05,19,450,"American Blonde Ale",24,"TailGate Beer","San Diego"," CA"
"Blacktop Blonde",362,0.05,19,450,"American Blonde Ale",12,"TailGate Beer","San Diego"," CA"
"Knotty Blonde Ale",2319,0.04,18,154,"American Blonde Ale",12,"Three Creeks Brewing","Sisters"," OR"
"Turnrow Harvest Ale",2321,0.055,20,153,"American Blonde Ale",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Tin Roof Blonde Ale",529,0.045,18,153,"American Blonde Ale",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"SUM'R",1212,0.04,17,160,"American Blonde Ale",12,"Uinta Brewing Company","Salt Lake City"," UT"
"Phat Chance",971,0.052,27,362,"American Blonde Ale",12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"Wind River Blonde Ale",323,0.05,20,551,"American Blonde Ale",16,"Wind River Brewing Company","Pinedale"," WY"
"Cast Iron Oatmeal Brown",2324,0.055,26,61,"American Brown Ale",12,"4 Hands Brewing Company","Saint Louis"," MO"
"The Brown Note",2539,0.05,20,63,"American Brown Ale",16,"Against The Grain Brewery","Louisville"," KY"
"Ellieâ€™s Brown Ale",106,0.055,17,38,"American Brown Ale",12,"Avery Brewing Company","Boulder"," CO"
"Best Brown",1955,0.058,26,77,"American Brown Ale",16,"Bell's Brewery","Kalamazoo"," MI"
"Moose Drool Brown Ale",1711,0.051,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Moose Drool Brown Ale (2011)",767,0.051,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Moose Drool Brown Ale (2009)",34,0.051,26,337,"American Brown Ale",12,"Big Sky Brewing Company","Missoula"," MT"
"Blown Out Brown",1441,0.052,26,408,"American Brown Ale",12,"Bitter Root Brewing","Hamilton"," MT"
"Saddle Bronc Brown Ale",2485,0.048,16,80,"American Brown Ale",12,"Black Tooth Brewing Company","Sheridan"," WY"
"Coconut Brown Ale",1496,0.068,26,13,"American Brown Ale",12,"Blackrocks Brewery","Marquette"," MI"
"Brewerhood Brown Ale",1321,0.055,26,381,"American Brown Ale",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Duke's Cold Nose Brown Ale",1188,0.06,26,379,"American Brown Ale",12,"Bold City Brewery","Jacksonville"," FL"
"Demshitz Brown Ale",996,0.058,26,108,"American Brown Ale",12,"Bonfire Brewing Company","Eagle"," CO"
"Wrath of Pele",2608,0.065,26,25,"American Brown Ale",16,"Burn 'Em Brewing","Michigan City"," IN"
"Rye Knot",2656,0.062,26,6,"American Brown Ale",12,"COAST Brewing Company","Charleston"," SC"
"Peanut Butter Jelly Time",2446,0.058,26,97,"American Brown Ale",12,"Catawba Valley Brewing Company","Morganton"," NC"
"Sugar Plum",2012,0.055,26,142,"American Brown Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Maduro Brown Ale",571,0.055,25,142,"American Brown Ale",12,"Cigar City Brewing Company","Tampa"," FL"
"Savannah Brown Ale",1406,0.062,55,416,"American Brown Ale",12,"Coastal Empire Beer Company","Savannah"," GA"
"Bear Butte Nut Brown Ale",1602,0.055,26,213,"American Brown Ale",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Oak Cliff Coffee Ale",2251,0.075,33,128,"American Brown Ale",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Nut Sack Imperial Brown Ale",1107,0.07,26,466,"American Brown Ale",12,"Engine 15 Brewing","Jacksonville Beach"," FL"
"Texicali ",2526,0.065,33,67,"American Brown Ale",12,"Freetail Brewing Company","San Antonio"," TX"
"Get Up Offa That Brown",991,0.055,20,241,"American Brown Ale",16,"Golden Road Brewing","Los Angeles"," CA"
"Good People American Brown Ale",308,0.058,36,479,"American Brown Ale",12,"Good People Brewing Company","Birmingham"," AL"
"Great Crescent Brown Ale",649,0.045,36,166,"American Brown Ale",16,"Great Crescent Brewery","Aurora"," IN"
"Barrel Aged Farmer",1574,0.07,22,366,"American Brown Ale",16,"Great River Brewery","Davenport"," IA"
"Farmer Brown Ale",655,0.07,22,366,"American Brown Ale",16,"Great River Brewery","Davenport"," IA"
"Over Ale",352,0.06,26,328,"American Brown Ale",16,"Half Acre Beer Company","Chicago"," IL"
"Hapa Brown Ale",2181,0.064,26,205,"American Brown Ale",19.2,"Hawai'i Nui Brewing Co.","Hilo"," HI"
"Hapa Brown Ale",2180,0.064,26,205,"American Brown Ale",12,"Hawai'i Nui Brewing Co.","Hilo"," HI"
"One Nut Brown",1834,0.047,28,298,"American Brown Ale",12,"Hop Farm Brewing Company","Pittsburgh"," PA"
"Widow Maker Black Ale",60,0.052,26,85,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"Lift Bridge Brown Ale",59,0.05,26,85,"American Brown Ale",12,"Keweenaw Brewing Company","Houghton"," MI"
"Sweet Josie",2326,0.061,30,150,"American Brown Ale",12,"Lonerider Brewing Company","Raleigh"," NC"
"Macon History Ale",1008,0.055,26,401,"American Brown Ale",12,"Macon Beer Company","Macon"," GA"
"Gnarly Brown",1125,0.07,32,92,"American Brown Ale",12,"Madtree Brewing Company","Cincinnati"," OH"
"Gillespie Brown Ale",1671,0.095,49,347,"American Brown Ale",12,"Manzanita Brewing Company","Santee"," CA"
"Lahaina Town Brown",1578,0.051,20,376,"American Brown Ale",12,"Maui Brewing Company","Lahaina"," HI"
"Gator Tail Brown Ale",1507,0.053,30,394,"American Brown Ale",12,"Miami Brewing Company","Miami"," FL"
"Kodiak Brown Ale",586,0.05,24,224,"American Brown Ale",12,"Midnight Sun Brewing Company","Anchorage"," AK"
"Squeaky Bike Nut Brown Ale",1476,0.04,26,400,"American Brown Ale",16,"Moab Brewery","Moab"," UT"
"Sweet Georgia Brown",719,0.054,26,515,"American Brown Ale",16,"Monkey Paw Pub & Brewery","San Diego"," CA"
"33 Select Brown Ale",1058,0.065,26,472,"American Brown Ale",16,"Okoboji Brewing Company","Spirit Lake"," IA"
"Falling Down Brown Ale",1487,0.065,65,302,"American Brown Ale",16,"Old Forge Brewing Company","Danville"," PA"
"The Deuce",933,0.07,26,167,"American Brown Ale",16,"Oskar Blues Brewery","Longmont"," CO"
"Leroy (2005)",734,0.052,26,504,"American Brown Ale",12,"Oskar Blues Brewery","Lyons"," CO"
"Mutton Buster",775,0.055,25,308,"American Brown Ale",12,"Payette Brewing Company","Garden City"," ID"
"Hotbox Brown",2633,0.055,10,14,"American Brown Ale",12,"Perrin Brewing Company","Comstock Park"," MI"
"Watership Brown Ale",1021,0.072,55,476,"American Brown Ale",12,"Red Hare Brewing Company","Marietta"," GA"
"Dread Brown Ale",1683,0.054,26,253,"American Brown Ale",12,"Santa Cruz Mountain Brewing","Santa Cruz"," CA"
"Schlafly American Brown Ale",1077,0.05,30,429,"American Brown Ale",12,"Schlafly Brewing Company","Saint Louis"," MO"
"Bear Ass Brown",212,0.042,26,552,"American Brown Ale",12,"Silverton Brewery","Silverton"," CO"
"Brownstone",778,0.059,47,47,"American Brown Ale",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"2012 Black Ale",357,0.054,32,132,"American Brown Ale",12,"Stevens Point Brewery","Stevens Point"," WI"
"The Deuce",934,0.07,26,26,"American Brown Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Coffee Bender",17,0.051,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Bender",16,0.051,45,62,"American Brown Ale",16,"Surly Brewing Company","Brooklyn Center"," MN"
"Tallgrass Pub Ale",1009,0.044,12,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Tallgrass Ale",103,0.044,22,46,"American Brown Ale",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Face Down Brown Ale",973,0.057,26,481,"American Brown Ale",12,"Telluride Brewing Company","Telluride"," CO"
"Battle LIne",2118,0.063,23,216,"American Brown Ale",12,"Texian Brewing Co.","Richmond"," TX"
"Lost Trout Brown Ale",1779,0.049,26,143,"American Brown Ale",12,"Third Street Brewhouse","Cold Spring"," MN"
"SoDo Brown Ale",519,0.054,20,191,"American Brown Ale",12,"Two Beers Brewing Company","Seattle"," WA"
"Bacon Brown Ale",543,0.068,26,523,"American Brown Ale",16,"Uncommon Brewers","Santa Cruz"," CA"
"Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,26,52,"American Brown Ale",19.2,"Upslope Brewing Company","Boulder"," CO"
"Common Sense Kentucky Common Ale",382,0.053,22,547,"American Brown Ale",16,"Upstate Brewing Company","Elmira"," NY"
"Wynona's Big Brown Ale",1730,0.075,31,323,"American Brown Ale",12,"Voodoo Brewery","Meadville"," PA"
"Big Bowl Blonde Ale",1364,0.05,26,362,"American Brown Ale",12,"Wild Onion Brewing Company","Lake Barrington"," IL"
"Edwardâ€™s Portly Brown",2626,0.045,26,15,"American Brown Ale",12,"Witch's Hat Brewing Company","South Lyon"," MI"
"Frosted Fields Winter Wheat",615,0.06,25,166,"American Dark Wheat Ale",16,"Great Crescent Brewery","Aurora"," IN"
"Choc Beer (2003)",781,0.04,9,506,"American Dark Wheat Ale",12,"Krebs Brewing Company (Pete's Pl...","Krebs"," OK"
"Dirty Hippie Dark Wheat",927,0.053,21.5,342,"American Dark Wheat Ale",12,"Palisade Brewing Company","Palisade"," CO"
